Fibroblast cell	Stellate cell	Macrophage cell	Endothelial cell	T cell	B cell	Ductal cell type 2	Endocrine cell	Ductal cell type 1	Acinar cell
LGALS1	0.72623461060885	0.711637274381642	0.942006109521073	0.921044477198224	1.19305541025902	0.845090161239957	0.948971825347669	0.943481496831096	0.774329109361123	0.595010977642027
SPON2	0.830706663948839	0.577535859606879	0.288920327182425	0.209343155869848	0.5584956524316	0.204533933971847	0.331278111170064	0.351133099066738	0.206257742852105	0.167255645199883
HTRA1	0.868915729955889	0.587765905610478	0.585660483862553	0.730372167477468	0.325291839222644	0.233322132025537	0.287349229077241	0.342284182804172	0.218187478960249	0.211100997343122
VCAN	1.01318518319571	0.550154417492517	0.892887382081566	0.265676784592019	0.322456863391057	0.195712414559787	0.434306318222593	0.322650660950364	0.146563305411804	0.153444810920072
MFAP4	1.01183426915946	0.879797730931233	0.206309126158164	0.207047737840872	0.257820644334324	0.191465158020946	0.205965510133043	0.251508678965177	0.1414081584026	0.153758776949965
COL5A2	1.02472382030092	0.778328824219809	0.289982974585232	0.253107535149881	0.343053200412794	0.228282676116994	0.284272043841242	0.283673109887448	0.15612819893702	0.127031426966256
NNMT	0.843869117776988	0.916819869675892	0.470584014264269	0.872504272602026	0.457933225520919	0.355577555968093	0.872819824842193	0.616547400519242	0.619770345296548	0.557802779093333
CLEC11A	0.717266199208604	0.638327795514644	0.454339842174605	0.244828115306653	0.273780841568036	0.205354493976417	0.196926752620331	0.302258000102643	0.401047229691725	0.207879105720953
NBL1	0.875948317995301	0.686950761397809	0.324021159470472	0.475739784997396	0.417458696478059	0.25427011884032	0.600649898077615	0.347466952070088	0.367750216276065	0.19718790460294
THBS2	1.00400974284977	0.436388202802706	0.243928631766665	0.159686753169764	0.280728116584035	0.166275158243396	0.235810632393391	0.253683085786418	0.116544602245043	0.0927368967186776
EMILIN1	0.722141539214996	0.587048159458328	0.19023791683014	0.131236800037277	0.185561306415053	0.137186499715107	0.143557963512428	0.165512184883424	0.0952079708552123	0.0961584682917891
FSTL1	0.797924691320453	0.767736330289165	0.296494552529452	0.575965031691435	0.328896905618309	0.258101639897756	0.407703564453603	0.344271670266643	0.395238126795419	0.278848162780879
SPARC	1.10479029788542	1.02781486635305	0.683814230221088	0.844857333271007	0.777131226731036	0.582067480220773	0.616340948074463	0.800639478590986	0.461958777294117	0.452164295284623
LRP1	0.700803778877737	0.462636337781813	0.551506928142525	0.226079316852089	0.227762272862304	0.198359569404581	0.3658337801963	0.261291452660648	0.255931806331678	0.156102360486211
TPM2	0.858995720770412	0.903087869484016	0.479130191423891	0.465450264117248	0.50948189350684	0.405738031626715	0.629371191788847	0.473987383151354	0.390321935914245	0.32988177756551
FN1	1.39931502742206	1.14537641960746	1.05822216799713	0.646857584952065	0.609243303237919	0.425345784157497	0.591154852447118	0.548714309110363	0.312807856392179	0.256430533652931
TAGLN	1.23921434556962	1.2983949212767	0.566947195837446	0.647813758226224	0.643338723934209	0.51413961442212	0.556773178987879	0.598812056975322	0.42802950508352	0.396166777692451
COL10A1	1.15886927290297	0.283206094769152	0.196173322926884	0.217344444066186	0.232155880826135	0.138358404391303	0.190561796732952	0.173347602927914	0.079709924379674	0.0544549799571185
INHBA	0.975932726368683	0.386066984811647	0.423121509962423	0.12463204698103	0.205463493499047	0.118200922012005	0.191853773742154	0.162775559203754	0.103555948807578	0.0685489622819722
ASPN	1.08784448747224	1.07775891794642	0.24604568092058	0.196037504231015	0.284057384989055	0.160936830888075	0.227761373753688	0.264451536126109	0.140022801486118	0.116255746895568
CDH11	0.714512800298426	0.42845686171939	0.129528776635799	0.205466445196294	0.147983438789877	0.0893808309959953	0.146894483726954	0.0997397010247731	0.0635748906839733	0.0730019939646729
OLFML3	0.749352104490502	0.460884707453724	0.444769024614969	0.172237719011427	0.162860827874822	0.119426670495684	0.139088206870313	0.201799560907145	0.385054224993513	0.174719743420488
COL5A1	0.924108118547802	0.592980058957834	0.248462363317608	0.243823635926414	0.283301655859328	0.161614172875927	0.232535222321538	0.257795230533862	0.122746983641055	0.10359011133661
MGP	1.52763720703096	1.03849052738365	0.727454783316788	1.14916951943948	0.836736801462382	0.683262976784103	0.723198185934967	0.787406901549252	0.649822134947442	0.638343154627329
MYL9	0.864676067153329	0.845265458961295	0.491380583907142	0.685586815979155	0.544749251231747	0.436789006674746	0.515009475210542	0.527296820505568	0.594611149707912	0.445173460816778
PDGFRA	0.725398308691807	0.216248741910782	0.126099497348662	0.125604865483146	0.151355324831643	0.111198974760057	0.144757783017545	0.167765897720688	0.0907468952576232	0.0941812340760212
NUPR1	0.734491012508852	0.803327232575427	1.01512891474646	0.578866603820804	0.468010032218005	0.314346899485487	0.787120617955188	0.55680397295439	0.602300234304597	0.785540681005027
EFEMP1	0.893784837509499	0.401819952224269	0.191785089455588	0.263258218749348	0.196574137962416	0.132227948994936	0.239412110736211	0.244863690494159	0.401860645721813	0.219966918073688
PMP22	0.705668394753573	0.664757743263108	0.6152473195282	0.639056961844557	0.277186386576977	0.189321898250391	0.250045146084309	0.542417980755176	0.275088232333497	0.18836040909578
SELM	0.635655690589885	0.766890205070902	0.520196262322505	0.730880040852721	0.681541989123656	0.602241493069517	0.660291780148197	0.661897539640744	0.637314478866343	0.552284008669398
TIMP1	1.14710787602475	1.22037661082514	1.18601797760599	0.962527023767738	0.901206849250138	0.783988705008122	0.740221967831464	0.796443143759204	0.806262922949914	0.660005043915239
COL8A1	0.875856759925236	0.282206996431851	0.146624396265862	0.158393835581533	0.156498332326611	0.088438074919734	0.154843018377008	0.26755714650293	0.0748691929630868	0.0604975988214156
SFRP4	1.38475630092125	0.444868582861682	0.24989807212268	0.206196360019103	0.284400902975147	0.221570235132707	0.223349166663574	0.312932416368841	0.137582959096202	0.176998035591039
FAP	0.669342400163952	0.329193477478857	0.128412510546127	0.351777217046245	0.152610789592883	0.0909553127682113	0.127028228364299	0.171467670969645	0.0658175476066088	0.0752482355494543
VIM	0.500391350426129	0.635252725603527	0.767914213882637	0.781587784169654	1.02312730990564	0.8973769250604	0.724192237352618	0.967935692136339	0.798565260240985	0.944450553503626
FBN1	0.775594802782348	0.496661152108749	0.188161577409248	0.433511072256241	0.21074106696155	0.151499487588879	0.173213046323564	0.185889105522583	0.103885409067389	0.0902314844309296
PALLD	0.803722374029181	0.728304969751422	0.395617715136578	0.294044447959956	0.274389090844742	0.165664443582161	0.37862801937987	0.317890609768658	0.382587144642004	0.224132004946355
ANTXR1	0.758364238365918	0.564125603678819	0.218632168128952	0.149837915692922	0.197739251196075	0.145744172050042	0.173935481705204	0.2167515889762	0.165002157342773	0.11140126930364
RCN3	0.670408194528172	0.487485611034189	0.248972467621271	0.22787473997049	0.26241913749276	0.158918324490083	0.221320243229652	0.209777093465039	0.14352215246559	0.131213816493468
CTGF	1.41726472801862	1.01141257495995	0.558176850062916	1.01618401416009	0.58949476227299	0.369090095765747	0.576433822385426	0.620752308910586	1.32432327572292	0.692223483295234
FBLN2	0.752308523075013	0.338203755958551	0.147927680712797	0.472095335894215	0.175176715691371	0.164449054058995	0.149947091622275	0.152208578842033	0.09155498783902	0.0954870761170808
MEG3	0.783062623118644	0.446591477796596	0.241382593623826	0.311403376734868	0.222303403871456	0.140689692323111	0.186516583313423	1.07716458844426	0.556474022125025	0.465136434683549
MFAP2	0.752973602423287	0.322227943028571	0.163639641563742	0.294545607823598	0.197748303487278	0.150651138197978	0.193569827587823	0.165459895733604	0.149769028381737	0.21067063819867
CYBRD1	0.676133049026703	0.551843920991924	0.350837619968849	0.483385811584646	0.215440352356009	0.15630999887849	0.351936889804901	0.238295964098072	0.214241048930883	0.18448279240883
PRELP	0.879009750578769	0.600912616376729	0.147326374144579	0.148462922975816	0.181306610598638	0.128502157708414	0.150926411340398	0.204074471073877	0.14255646602812	0.125977391385845
PTGDS	1.538358852464	0.44783845615796	0.332240504866044	0.602501801359684	0.399529318869852	0.212594229711965	0.308653088482205	0.364334861792789	0.273755509110913	0.26574395178487
CYR61	1.43712117502629	1.03829930713329	0.475652993337262	0.983878439510169	0.491192345017258	0.288156778381116	0.517103757571306	0.548114176992912	0.948850230066505	0.544692312774675
LOXL1	0.730656250474586	0.358105131445668	0.147163778737064	0.106979243653177	0.171878642966278	0.103352471977057	0.214391713052096	0.205610014109502	0.165749978782248	0.103327816351373
IGFBP5	1.40477377159644	1.35075896705306	0.37453337126886	0.626192155163754	0.435049614070651	0.341166780634393	0.323341009344359	0.736133407047184	0.233585253960687	0.236954973522451
PRRX1	0.655557907771612	0.56538005450772	0.122155422155025	0.0977303651065869	0.116123198252729	0.0832078201641436	0.100488430989925	0.133665685206235	0.0944674201663267	0.0623978814610458
IGFBP7	0.923221711650925	0.58857852771452	0.760919328741887	0.870071645535566	0.969000031852342	0.85714220219831	0.792763749797705	0.754233210181884	0.699208858707574	0.793644519770662
GPNMB	0.756976563362126	0.579722667439222	1.19414988083343	0.259935525051032	0.340979698436136	0.293531388364076	0.275574596393191	0.391785581787272	0.186780199891586	0.190117302368761
SERPINH1	0.83274262491084	0.813921651649784	0.403369843721641	0.720601379614459	0.3696996353083	0.269656887908312	0.435198134267482	0.350066665513868	0.437148974001234	0.322012927817807
EFEMP2	0.653736074991579	0.582696498268743	0.215896694651934	0.388056540140175	0.21694828526739	0.126352920968549	0.220560722563486	0.272661692643249	0.492920136781195	0.253705871655225
ACTA2	1.35451745288768	1.35325560330433	0.576737992569089	0.522888680767903	0.657414832763932	0.524362418411382	0.483419537135247	0.608838977347746	0.415467424929382	0.38349012487341
TMEM45A	0.657815736713117	0.355482928988032	0.244458322894155	0.230287582831994	0.206324197345515	0.122891098570384	0.481384281046412	0.299658382803265	0.145485950983833	0.222218101967177
CD99	0.775223282233826	0.763071950172972	0.697699761709718	0.794427688174448	0.856783857926038	0.762909820747995	0.642005191183094	0.715856282603106	0.583416914052279	0.513219843291467
LAPTM4A	0.624178177326749	0.746109890053972	0.725975749689156	0.737017952928486	0.729838482423894	0.680700656491698	0.656041770510944	0.592417475555462	0.677137157480499	0.718998101725176
SRPX	0.866150922102217	0.570717014649219	0.149914333462652	0.295331858770239	0.153979510351651	0.108080951007509	0.11653467251492	0.197228137748591	0.113918855416298	0.135324591365302
FKBP10	0.62067891211516	0.561148007884194	0.159426581582115	0.393911591570915	0.179604477313119	0.123800073264567	0.301117560770051	0.1822973034665	0.147130990075722	0.145427604337711
CD63	0.491714673785735	0.660969368942927	0.883350227325573	0.643786247447557	0.975476233983101	0.761315485289831	0.663884764998697	0.672256894620461	0.567942531682659	0.692753791510144
CXCL14	1.46992801419151	0.33460177655807	0.244092405088633	0.193632348882577	0.256487248892757	0.17979881118808	0.384017614661673	0.257383370398878	0.172466856059735	0.176208215678669
SSPN	0.634429514428026	0.429937528353392	0.198496218491418	0.100185366781474	0.154199263700565	0.402436509542336	0.187816073829476	0.204224850248565	0.3661137503038	0.147419568728374
IGFBP3	1.27322565160147	0.446773627197212	0.365148929407718	0.916291430032427	0.409725694309099	0.25831001600564	0.55152772957425	0.362787080062714	0.243718754967299	0.159859446396993
GLT8D2	0.561423830438819	0.385038661931899	0.0924028819075713	0.261707087468595	0.108629980488119	0.0653423479507843	0.0970292317678436	0.237511818306365	0.0675100316691243	0.0762177166649481
FIBIN	0.706762914142078	0.331779814495433	0.126927954582825	0.103388814631096	0.125438626189013	0.0692076111442927	0.111122355082596	0.195998232174763	0.281862693987734	0.10485815975441
MFGE8	0.704347546464666	0.847281672101025	0.284007470986889	0.363235997694404	0.348711794565448	0.225205138885889	0.37740758501535	0.332276031913687	0.200238687144999	0.196094809903614
COL12A1	0.952830035739713	0.481373260258629	0.230899639637456	0.211700098143053	0.274563162718998	0.157208830920301	0.270341090038856	0.236737396146249	0.108195084505411	0.100779771040763
PDPN	0.619783910873881	0.140471876504702	0.262279638078619	0.0887517655264659	0.10153910799962	0.0742146098313018	0.110167618433612	0.224323009175529	0.0693097644350376	0.0544001813813535
TIMP2	0.712959631605271	0.689457077922531	0.691643717477038	0.669392307552549	0.411025176433518	0.318737659140893	0.577348960725022	0.522483263823729	0.558816708135177	0.427674158873597
PLTP	0.692198249584149	0.508561914875867	0.543000360518155	0.202754771323498	0.193628313801893	0.158646373478384	0.231556399079237	0.161089739527744	0.127145557435571	0.386716517865525
CERCAM	0.615408990270119	0.360099439880473	0.185100653074381	0.212372324647132	0.204575686414132	0.122642651782681	0.163027077675936	0.25249939401161	0.213213318606698	0.146822388639494
CALU	0.729750673068492	0.67837454306637	0.45592473584383	0.540189430376318	0.418506818791264	0.334935822308516	0.482896647244272	0.401235796513057	0.39585181888955	0.320376393800574
SEPT11	0.718617799217189	0.668613183756001	0.344403888980486	0.35862915720948	0.372847784320734	0.293618188571484	0.395866762602446	0.263201328611734	0.290535489121584	0.214293191658749
NOTCH3	0.539280883541643	0.848597201187068	0.26904588564607	0.290834702813735	0.301610032606733	0.241708062118767	0.29461043612692	0.290130514782579	0.394174974339255	0.220294977505314
PDGFRB	0.745695395505858	0.891902901644325	0.257496492428362	0.257041172300204	0.317633763508162	0.256829017522075	0.209643515576825	0.26525014077877	0.152801834776309	0.129477284013821
PPP1R14A	0.662762627799015	0.941307285970653	0.452201382647307	0.648906385178728	0.340436623951649	0.33266731650913	0.275179744949712	0.345196351428272	0.240530560327746	0.325864131912472
ADIRF	0.852310798066433	1.12757729010121	0.548504966045327	1.07310855349741	0.608605223182793	0.505215897920564	0.849183754680246	0.665247586557807	0.579004404735873	0.596450571640242
RGS5	0.487234726441728	1.55871244666049	0.424182805737025	0.500856532189958	0.487164300518346	0.425959097551099	0.532323921674538	0.456207305843384	0.303206049327375	0.308577180702097
NDUFA4L2	0.48986297122963	1.18481723166029	0.34640168069353	0.35207096525858	0.361919210945869	0.29125200278654	0.609793834820782	0.610818081996209	0.2182421029764	0.202825277491885
MAP1B	0.742765856347431	0.851828836185059	0.200613488012376	0.501042409203649	0.230899916237967	0.206694849909944	0.250413285290856	0.613241169480842	0.17992451555986	0.136370487715937
LHFP	0.746686321702172	0.841398845571953	0.258883062562692	0.548434632313437	0.273236732588952	0.231836921993669	0.182779154159438	0.285915890011861	0.166537163641368	0.154711953029182
S100A10	0.845745716381528	0.813939188826881	0.857960710874038	0.690762666922319	0.892422019780865	0.876591667468213	0.803793402553721	0.676451576752258	0.515388315010944	0.95039060536964
PLAC9	0.746499585615727	0.887040707681385	0.253157612661863	0.689457149888868	0.277987767580894	0.248185958495382	0.203300332499192	0.3546284530031	0.240814067796124	0.236256109225666
COX4I2	0.182830175776796	0.941882447449043	0.190506596854039	0.19955883825245	0.191012621499475	0.183355757888778	0.153408226227069	0.312465887353453	0.138998044419222	0.123775655248481
SEPT4	0.448398912531653	0.818755724537403	0.174195149909894	0.370011488195831	0.20269597088047	0.145469998363632	0.133983622495498	0.243331733690109	0.138128633619504	0.131867345030416
CSRP2	0.421145939862444	1.00793191972089	0.236544483392756	0.55658813853667	0.256720882410008	0.205880858275397	0.196932600409638	0.318115375885962	0.589682488014933	0.275123950497356
SPARCL1	1.10688068475865	0.892151335792063	0.524612085087537	0.749384526315721	0.589238801800542	0.515171329366813	0.436035004235125	0.658783226207089	0.481523243344674	0.488867660071267
GPX3	0.846461181837952	1.01051071540418	0.452593498126726	0.611331057308178	0.329877366375722	0.282212380270891	0.277344286905696	0.590254987347287	0.29604232261782	0.288149759390893
FRZB	0.813886478934039	0.912027664672269	0.189249173503472	0.210716510043324	0.26415495661673	0.172254741589779	0.173677513251404	0.274376714603004	0.140106686408265	0.147675332476154
GJA4	0.174342321279646	0.916527858452949	0.191606073880001	0.652387526107247	0.214300503491479	0.184280196887117	0.150241214591396	0.210803568959393	0.142359391641857	0.13261809686512
SOD3	0.94771068121512	0.913098733326492	0.352913067290854	0.564233013100794	0.348798280759021	0.26827501268244	0.458824492477173	0.520967972226546	0.801051536959235	0.683528606041329
PHLDA1	0.921284586199396	1.00388940202696	0.570214891022806	0.501180604499699	0.501216350852625	0.255464629694181	0.491025356510527	0.396655688569137	0.29568259924398	0.30388017182494
HIGD1B	0.205815734118675	1.0896172700637	0.201514298197695	0.221711110010261	0.19806438616039	0.127620451930378	0.159149449332044	0.24454898119464	0.156415071157645	0.146156314448903
MCAM	0.188447474009003	0.893879014891678	0.154025160361058	0.687180529062844	0.247584183583098	0.157264538359123	0.145442810412583	0.250861501866252	0.461611822219293	0.212272015639591
PRKCDBP	0.716160102009011	0.880017313437513	0.362520710272064	0.822351399482024	0.390771311790898	0.287376015045373	0.588803323827784	0.507520334362438	0.252628421865886	0.323215530516281
MYLK	0.693802391592581	0.908986360602644	0.182535614175218	0.526922162288384	0.208549203472849	0.174679132941025	0.179862879036149	0.212938417515832	0.21343109645141	0.161931537351742
CRISPLD2	0.778961794451018	0.880899262617077	0.246582064662749	0.220110742010291	0.270212141941408	0.212470124141567	0.201629063927298	0.265587936300949	0.142050544463673	0.141739613269694
C11orf96	0.881972508042955	1.04072151370917	0.295563560713176	0.767845508672464	0.311788476493768	0.243500756273696	0.257400392470763	0.389739852996287	0.241402049838769	0.233427372714135
TINAGL1	0.332669936898119	0.846132874921343	0.331627922845762	0.733985621530628	0.376170111303223	0.315981578230143	0.62704701970489	0.39441652483155	0.546897951820185	0.322219166187887
ADAMTS1	0.633982892858727	0.990192435656471	0.276580766369822	0.907365514017406	0.302925926359818	0.265399333973616	0.229203194391603	0.326713378179201	0.236232469875252	0.188169235522611
SEPT7	0.675197313341686	0.742670451935886	0.662588606096237	0.716317108101974	0.828263711353619	0.835262715091729	0.548116589134985	0.554497706866983	0.615068117678618	0.389747813770725
CRIP1	0.557120399958688	1.1591266710428	0.806375378451641	0.783622670559789	1.03488485962249	0.830402321052765	0.924394089557762	0.519146362130395	0.300660566497812	0.220551194230165
COX7A1	0.678157493250697	0.788542409287462	0.23582529243416	0.736664551867417	0.232337306824788	0.194112525286956	0.183631397863725	0.470647754269023	0.500145497566087	0.391747682895838
PGF	0.380701787259957	0.84741583802599	0.161660253075645	0.372159307310223	0.171417699693943	0.157776471963294	0.153006533519875	0.19646231317821	0.115205737720695	0.113470228925788
SMOC2	0.783414126274659	0.806564211027343	0.150487355976427	0.153787813125354	0.169853897550286	0.137298306107543	0.143826315151018	0.211338397893578	0.108253179912337	0.133059989801282
PTP4A3	0.262477529273046	0.921580409613907	0.265993509237406	0.57311840972627	0.434968001075916	0.301859475847138	0.239812993920244	0.458172407690886	0.256053648559584	0.284955031373919
ENPEP	0.263312092974229	0.710364723145395	0.09600321579804	0.11477658346617	0.105327109137543	0.116489324710605	0.0988650203980654	0.118462302447574	0.0525500837033068	0.0615275454085871
IFITM2	0.706260504664227	0.674299273061493	0.79828468284436	0.629172369888263	0.902417730710875	0.811396072028195	0.741661431924867	0.661614157412335	0.738412228404287	0.593054837750654
SYNPO2	0.471019761627316	0.740639772201845	0.0993425051450941	0.135787589525344	0.134970482783887	0.132521592658445	0.0982922409004054	0.163345213824768	0.0678842672055108	0.0930155596815088
HEYL	0.424301053603313	0.727112646707206	0.145651397221055	0.135125036043744	0.177565237818079	0.123961086726859	0.112111447456016	0.139362594188357	0.0926088217255768	0.199109353829139
CAV1	0.783579632669376	0.865682863968656	0.28557423207695	0.882476194589151	0.351993380374615	0.255432757262591	0.567664257592325	0.361548125236712	0.663308946628205	0.371355227075373
TBX2	0.283413521338733	0.708636271475865	0.114526317048674	0.14361392997896	0.155595746628061	0.106820985796814	0.111648222767747	0.146968891387902	0.087004390074011	0.0814374777655989
IFITM3	0.504820776949399	0.53466661294404	0.925012325784635	0.487533878881446	0.893602021573163	0.762094338726607	0.777173909350248	0.757449326440906	0.710857915079873	0.850302577010933
ID3	1.00966728678294	1.16241387244854	0.641688836218502	1.05862024040635	0.552289103855588	0.709601553057281	0.406759130134715	0.517355967531653	0.543264555334341	0.446147116837143
COL18A1	0.667306444459195	0.917993894990689	0.412474956221911	0.682102303725399	0.441157928825682	0.354866126267075	0.406023627110686	0.551995657781156	0.742749065374868	0.556033176361231
NEXN	0.770446622579346	0.806331091297684	0.24892970155831	0.162742527280022	0.143701839720789	0.217475742114903	0.167507146931157	0.133165329230326	0.216124616371197	0.206647617770899
CPE	0.829132485018801	0.90049623107562	0.304564307378824	0.733587974279721	0.351789920096244	0.263053748983237	0.300599603501943	0.968645873401548	0.623970052023879	0.349107474242199
EHD2	0.491482089610203	0.730856512175334	0.191588343000643	0.491768244433402	0.199970753348725	0.183263992675851	0.328949666131496	0.228799219875329	0.28769768792003	0.205908178505017
ADAMTS4	0.411848562319344	0.89958768842223	0.222249485516111	0.675841378111256	0.246306963887563	0.196182345834261	0.1650431586154	0.246148049046879	0.175081665085349	0.139733520177845
TPPP3	0.405901580388821	0.949000034619349	0.274066595379259	0.325050604452589	0.257068884076306	0.215358583721613	0.545381975823306	0.59169893643617	0.604479450134184	0.333584936037284
MYH11	0.333198856302803	1.13423045518214	0.154840781373885	0.294978850947916	0.213714414056681	0.210223348838239	0.135523151658512	0.233927796833802	0.121766894143827	0.103037435615076
NR2F2	0.663629411566852	0.815129924890876	0.211572199858538	0.679853114825847	0.237512314429836	0.191668057163459	0.440780332885916	0.330573316845892	0.544902975719529	0.342429791103165
EBF1	0.42787697442855	0.691569848377367	0.107811427741394	0.535156185139609	0.133821411234945	0.422476368848607	0.105913926118207	0.106377063010201	0.179775102713498	0.110814052031301
FAM162B	0.239477575303847	0.692876502774764	0.0848095838943298	0.104898180813655	0.0831943641584032	0.0794202794278475	0.056705252246523	0.0976773788369956	0.0514212885191308	0.0528882288861445
DSTN	0.649597357971362	0.920796466784894	0.641917191462628	0.750719798854051	0.7484208023311	0.611892798352327	0.621747755227379	0.619519820917813	0.646873222563962	0.717863620847465
EFHD1	0.234878957214048	0.644357364502191	0.102703456613984	0.118484220156551	0.104671935368623	0.0784844288996424	0.100769023160049	0.145049656016697	0.0950309279606279	0.0857894783177667
COL4A2	0.768656412366892	0.993061849537678	0.317454822060814	0.853555937701391	0.342490613851641	0.298142970825215	0.296025128993481	0.348976843564177	0.41002887849083	0.246025942104527
COL14A1	0.792597561140512	0.788503054395532	0.160857472300433	0.160941718242864	0.177476006747304	0.138339262619184	0.131571898343321	0.246929009606479	0.0982549517082699	0.105098068996772
C1QTNF1	0.401117926274755	0.722941068640802	0.150171318638084	0.24825656410401	0.182390911567956	0.145041749040932	0.198594834516906	0.176630851956147	0.229462979331208	0.132482030376677
OAZ2	0.495635205636889	0.825676934159687	0.506485311340072	0.690631219765728	0.459019358369536	0.498123537277796	0.405069367221832	0.458870877011903	0.565622861458662	0.37228642177042
COL4A1	0.807531867889747	1.12081211306507	0.34387645728188	0.94970718874334	0.363226163397517	0.297558639464178	0.30416786648928	0.41102399179351	0.367518069565538	0.255764751029495
CCDC102B	0.384666488547948	0.730918350504226	0.129772453178459	0.127137750244063	0.140252357513827	0.149312353545026	0.0853200943410655	0.134774162460032	0.117584338031376	0.072712178983217
FABP4	0.328106717213516	1.21926040212095	0.362077062685101	1.15397495809365	0.319089810874051	0.236542477113533	0.219893934105782	0.350423590840319	0.254027057010316	0.28308508857311
