Fibroblast cell	Stellate cell	Macrophage cell	Endothelial cell	T cell	B cell	Ductal cell type 2	Endocrine cell	Ductal cell type 1	Acinar cell
COL8A1	1.4344161264881	0.161903087747965	0.0387627371720179	0.0509984773920886	0.0505402966218625	0.0174475380723382	0.0509703897857808	0.0678541297183233	0.0123489694790751	0.0113225108863446
SFRP4	2.62472631901695	0.480734486013804	0.110227008019539	0.100043618631605	0.151836400110062	0.0730266978380014	0.0903355505498549	0.124125958138819	0.044086750223706	0.0825791278712512
FAP	1.03595377803119	0.213136116656982	0.0281589326287711	0.25016381282464	0.0494683226384962	0.0144349681147236	0.0345433522400606	0.0562095524397711	0.0113859150005542	0.0113225108863446
VIM	3.42268781054766	3.45584105657168	3.16277862142523	3.14858809024833	2.37262349768465	1.38316862057606	1.07640778994803	1.3313273991336	1.26100360365885	1.80954811498712
FBN1	1.31781538576641	0.462287718296372	0.0603593000820619	0.395814335145774	0.0873532932214347	0.0521816934726446	0.0585642096472683	0.0562095524397711	0.0237148987151084	0.0269616923710949
PALLD	1.57329296900454	0.995720519395167	0.28687301789749	0.185729306872875	0.145523300254553	0.0615797764832428	0.318173368268862	0.218728349194298	0.28206559674943	0.119627804881774
ANTXR1	1.11265416439925	0.573045150879186	0.0814992944046187	0.0486672829197338	0.0774944382460218	0.032375739546534	0.0615050570106808	0.075542525832597	0.0568273938927003	0.0305022798341229
RCN3	1.12427832245634	0.461441089081194	0.107024579710627	0.101477142067108	0.137207110171238	0.0382851756926349	0.100465627776416	0.0914982767053852	0.0424535070225822	0.033149518035625
CTGF	3.31753215623771	1.66157962776846	0.497819798624688	1.57173314477881	0.590670699484383	0.213490066977654	0.585772078764256	0.75260452165803	2.17655733955084	0.816905759229
FBLN2	1.08075563860632	0.198921308966732	0.0390080043566479	0.384201505375416	0.0596059757001779	0.0345958724675005	0.0439046475669785	0.0428463365328272	0.0169108549680055	0.0198426867827005
MEG3	1.37546551970354	0.348395733195001	0.0950392415508681	0.165902504234879	0.109312925767124	0.0375484031208816	0.0644372811442844	2.05035297196489	0.499609038863388	0.452106951509482
MFAP2	1.09919398432372	0.192956778017355	0.0485268037517523	0.175260403865565	0.0748837666726342	0.0338563756909141	0.0799887612326644	0.0546466464987819	0.0590117036403929	0.113140895214178
CYBRD1	1.10187866733373	0.528271541311339	0.213010688031688	0.378097263028862	0.0914754866767903	0.0419609179745887	0.241208596077181	0.0899896028284535	0.0876517010500866	0.0583845471772142
PRELP	1.34237765714608	0.573802408464147	0.0380265744754845	0.0459177253851124	0.0611973046951685	0.0279206317932568	0.0417340435223005	0.0747763407880992	0.0416358840253759	0.0309439731450213
PTGDS	2.60975826540055	0.429076213584983	0.209708097615709	0.607661024719603	0.341335678980738	0.0920511225847514	0.177190961287714	0.283612449180062	0.137923910365644	0.121242978558775
CYR61	3.05325948229222	1.61425829904087	0.367376651056691	1.53132379432055	0.419505959799654	0.137086230052374	0.476759402702028	0.609334099668523	1.36770637041643	0.539733641585775
LOXL1	1.10384650474797	0.243925716386963	0.0382720222609773	0.0258945372076333	0.0574802568520965	0.0189504265305669	0.108188758868142	0.0786014090741373	0.057977625328157	0.023853361609088
IGFBP5	2.82260578958755	2.4609974994399	0.240049327083292	0.833894221789929	0.378293680032899	0.213490066977654	0.208146849270827	0.71856431102414	0.131749673611738	0.111512571405528
PRRX1	0.929685010799775	0.577580118612313	0.0241844498028206	0.0261754004967186	0.0337941654153706	0.0144349681147236	0.0222830840288119	0.0268928086604881	0.0167910715865247	0.00906824142921776
IGFBP7	4.42925378312841	4.89228674115284	1.55936120446692	3.99134131178966	1.70369980107989	1.31240272387719	1.52936225042386	2.12666289162524	2.66936361996022	1.70683159422721
GPNMB	1.31975343914146	0.604072627563977	1.99983179456785	0.151513593717047	0.218317965262852	0.178901318703993	0.153420419592498	0.261601304767617	0.0805963292846933	0.0838364548996287
SERPINH1	1.77501428784152	1.32508236108413	0.291074956499093	1.09124367949662	0.251725414026032	0.123652128507609	0.426960371062977	0.220717518429444	0.341371139489636	0.211828251438034
EFEMP2	1.16516409125288	0.63687063110227	0.0767875122874166	0.258768754064495	0.0837323819186735	0.0308929078675723	0.0965259830646928	0.128493833355203	0.459337884226216	0.128078510429031
ACTA2	2.97568983789546	3.8053058237282	0.581056488592048	0.626248628173852	0.749105545764966	0.490800172089205	0.508669101124582	0.648957751923277	0.348704192893954	0.30130833019087
TMEM45A	0.969005214721556	0.239071105744222	0.0973552978308479	0.100043618631605	0.102216085191611	0.0294078741331408	0.38485481934985	0.189089920391208	0.0460663946589424	0.103741616922063
CD99	2.14320957752069	1.4576645199846	1.073970210672	1.58064384048768	1.40552663439321	1.06395446817675	1.00874583814843	1.70339479033895	0.695039460548165	0.625427407412389
LAPTM4A	2.42667136169661	1.97546493293371	1.36646080443104	1.7097264494218	0.925025554755629	0.710304777064169	1.44618072997831	1.16509279844514	2.07022740437484	1.20276047213803
SRPX	1.10858618571466	0.543679988835689	0.0370441804433853	0.171989022752047	0.0473209211156825	0.0197010246047949	0.0293243358393855	0.0562095524397711	0.0265659668292982	0.0353502092011096
FKBP10	0.920609294228749	0.610368611269839	0.0446326100724598	0.308581565664645	0.0633151451568676	0.0271761803414024	0.184447570848196	0.0491571590929414	0.0459500534073504	0.044976125307005
CD63	3.10452859941265	2.79799205113849	2.82621440580924	2.40171383453722	1.71319236385486	1.00801893146832	2.54196835082268	1.81941063336825	2.47618979231364	1.91161813451086
CXCL14	2.58084240625529	0.288603818402583	0.0996660023866432	0.0790898244953171	0.113848727535045	0.0485433968662988	0.309269487589119	0.120471431577956	0.0606181474766065	0.0652353131486323
SSPN	0.838488502838279	0.321677623820973	0.0711039111620831	0.021954145763895	0.0532152148971812	0.193511515503712	0.0893840731892484	0.0601061638778781	0.252980510908792	0.0523513838124256
IGFBP3	2.29247517301517	0.404096055476021	0.225909637751895	1.45659920551265	0.302542909925648	0.109349347893226	0.528103151100281	0.23779322709894	0.134309155332105	0.0754242585564199
GLT8D2	0.671488793073946	0.255439891968279	0.0164386447178899	0.122864467401233	0.0211858499407682	0.00838246399573822	0.0186836818901535	0.141484142519843	0.00957768420296574	0.0113225108863446
FIBIN	0.933642020783301	0.185841325571808	0.02517955241321	0.0204018767988701	0.0327040789938464	0.0114132951490053	0.0214443816031912	0.0380869452594889	0.135373675629161	0.0260745833195136
MFGE8	1.18726000361189	1.88612740317768	0.148536545657582	0.256429285632705	0.216050613834263	0.111405169640249	0.267511593023194	0.171850109117844	0.0913276010092064	0.0846737955147225
COL12A1	1.43064227011535	0.422229004323854	0.0896918668496281	0.102128064912489	0.162430142391957	0.0470843636982524	0.141957585361028	0.0824119019470295	0.0318899088644003	0.0229634896100572
PDPN	0.786986073103361	0.045184373240186	0.128332431200118	0.0157305600937883	0.024490332483672	0.0129252729448692	0.0270622218099366	0.0428463365328272	0.00909493659702491	0.00816510883457697
TIMP2	1.61797157550066	0.892038380754411	0.931622135497459	0.878882340967569	0.320697342415273	0.173769059019888	0.640360407417001	0.695758935214321	0.64964467475327	0.422399010237525
PLTP	0.853330603597095	0.459575977887069	0.512284512661828	0.0780238544740784	0.0759288533168589	0.0397570943316775	0.109781120001939	0.0569900903605415	0.0353059354675241	0.270162913523918
CERCAM	0.88502405307319	0.273999906246118	0.0615588627310642	0.0836075629570529	0.101707235547682	0.0301506666659803	0.0624834206927204	0.104230930735881	0.0834020402045216	0.0605304574852025
CALU	1.39659158679446	0.930071227706501	0.411592775613238	0.598275655312371	0.340133378643272	0.211633942069579	0.577248410939708	0.264141524457704	0.313004562460289	0.212196709325108
SEPT11	1.27465981250638	0.824384042493947	0.228956447417378	0.258768754064495	0.242483273616202	0.229433783642278	0.369824173155869	0.164870095607065	0.171730286917252	0.104972631551624
NOTCH3	0.501081641826435	1.87407327180036	0.124512361763179	0.17308067265891	0.166254756032004	0.0934460457100633	0.170862462216369	0.186351445222694	0.287563185317748	0.102920097808238
PDGFRB	1.04044392180132	2.19231016125509	0.118867969163745	0.158057309884458	0.172912832726333	0.107289291035018	0.0855128732275695	0.116068297010754	0.0512877912013687	0.0410494433611497
PPP1R14A	0.70385997255563	2.15927453694466	0.323516195674263	0.594544426840794	0.201416543848419	0.15690493575245	0.146410411997115	0.2325701505369	0.113538755246356	0.201083485124954
ADIRF	1.14477290464659	3.60172575549698	0.514878276212733	2.01894286836798	0.631346389486638	0.377327442223824	1.30813548402898	0.94462928001544	0.596940428717398	0.703452653221312
RGS5	0.461702069498236	3.72349216895966	0.31796544298264	0.592872771646515	0.411696955939073	0.32895096202062	0.501611974784935	0.359643817131683	0.191438554003371	0.206285029491722
NDUFA4L2	0.45011493841901	2.76959297510565	0.201195086478623	0.281105842141933	0.239826896893252	0.142409741680676	0.618366763691202	0.485676875374762	0.101504788639004	0.0979767597021569
MAP1B	0.985552751498972	1.9117169308024	0.0711039111620831	0.527866228923902	0.103233008353745	0.0772857357296806	0.122808700537242	0.832597302445946	0.0715647854446465	0.0406121920627178
LHFP	1.11778329440597	1.82897683667197	0.114556821838793	0.583507760160109	0.133269549013606	0.115504177204225	0.0688481382303089	0.140049080058592	0.0597004955937439	0.0545102658737755
S100A10	2.45509507643346	1.3813901993504	2.76739101198397	2.5675644787352	1.91830057475327	1.4637017451577	3.39567102129679	1.61935477948398	2.99141565634923	1.8136412918754
PLAC9	0.978211435312414	1.78941132559352	0.102661958039372	0.725488523361965	0.140150139555114	0.0892554252961515	0.0807233094928234	0.209392880581856	0.106664303668056	0.102509085027518
COX4I2	0.0639495969929273	1.51142790355326	0.0598790718261098	0.0891602666810327	0.0659561538960237	0.0507279629083123	0.0419102140718204	0.127039993734711	0.0363637133266924	0.0313854714490689
SEPT4	0.384597379721976	1.3211464112566	0.0540982721459281	0.232842760102573	0.0706924636705578	0.041226849610141	0.0371426815528567	0.0801273490477005	0.0371856565793923	0.0371072817806203
CSRP2	0.334720327735836	1.86283196596574	0.0934148045801811	0.592155491667567	0.117362404433907	0.0730266978380014	0.0810056844465053	0.154307865249054	0.544064325284403	0.144768649360107
SPARCL1	2.19818292108952	3.43357794760044	0.484400310360991	3.38776947764698	0.578106603828099	0.451631378848002	0.357009463232731	0.827194157689189	0.430768757584825	0.449785764749914
GPX3	0.955605164108841	1.88036446958899	0.377567040838365	0.591357910033048	0.178584683736035	0.125003689191291	0.140788084923847	0.727383177641396	0.156742002162051	0.148309152278332
FRZB	1.06077439022571	1.59027850679056	0.0608392978295284	0.0913990532819277	0.121861923603227	0.0492721159343638	0.0571772831811656	0.108686379901229	0.0396474405507676	0.0436689437803092
GJA4	0.060080042545147	1.48955341977515	0.0637144560000249	0.748116573055199	0.0769728488951489	0.0680347850506802	0.041675313108216	0.0884786494151448	0.0396474405507676	0.0392992898635334
SOD3	1.38968110493691	2.45411612181437	0.227941875296008	0.514083418783139	0.225089336481634	0.116185714588054	0.435038103085601	0.591663936685281	2.21915040268723	0.760830003775656
PHLDA1	1.34353851320424	2.03696992505572	0.533297543625733	0.515633819750825	0.424678288748182	0.121621356204485	0.511536807819063	0.260328771049048	0.184169395142434	0.192854569603078
HIGD1B	0.0806480557811408	1.70427256519815	0.0668199103481747	0.103298659373288	0.071741937479428	0.0316345985557515	0.0484068016722892	0.105718287218058	0.0467641580706886	0.0423600512932899
MCAM	0.0714907624372157	1.50482614911639	0.0468249596875791	0.930780249591349	0.104248898433638	0.0448918147062636	0.0478232503222066	0.0824119019470295	0.365664725303255	0.101275032123215
PRKCDBP	1.331434026111	1.85533698894024	0.236834979530688	1.36676524610637	0.277670379654751	0.137753220901309	0.694938037472607	0.383004469330646	0.133883029713521	0.229000669306108
MYLK	0.897922055280354	1.68392746377537	0.0581964544751669	0.452579719333862	0.0780157556832648	0.0536333137718091	0.069648026151531	0.0763081242869802	0.0939925212144471	0.0514865242791559
CRISPLD2	1.11535698559681	1.50416954139344	0.0998967794488799	0.117239941506482	0.135240267639654	0.0829363821170728	0.0850630674152079	0.111645689074067	0.0457173302904308	0.0406121920627178
C11orf96	1.2518920882581	1.88425094480802	0.15160895619701	0.959128054028699	0.178584683736035	0.116866787795013	0.129555289009773	0.244930702134569	0.127362013577993	0.145162658162002
TINAGL1	0.212674256024827	1.70153139893302	0.199107702123906	1.06971737961897	0.249093506995345	0.158865373453242	0.910440010806423	0.334542798016421	0.580374134940436	0.225735081144432
ADAMTS1	0.610244460303574	1.67374876044809	0.135483800979669	1.3312340786456	0.171015044261015	0.118907228666695	0.0957473163996182	0.182229619834566	0.118636709988304	0.0817400307307652
SEPT7	1.56523551556481	1.94173079700214	0.996093567723806	1.19190362025553	1.27869868364599	1.35217966599265	0.847316999433646	0.619610452677543	0.735022376108851	0.333799015780271
CRIP1	0.549766319364335	2.62427322467474	0.998726958326242	0.953089054506346	1.73111341829725	1.25256015800038	1.80854560650761	0.282367636619395	0.180006277819297	0.118414710300562
COX7A1	1.12229671329857	1.50738875961813	0.0945753859044449	1.07213768342107	0.105770801109425	0.0644538144919125	0.0662154210858075	0.453135501976214	0.383090120686826	0.25615960458206
PGF	0.221422754102684	1.2186203343589	0.0456075811095719	0.293004431808023	0.053749341000278	0.0397570943316775	0.0485234710895697	0.0747763407880992	0.02585396149383	0.0247424424399305
SMOC2	0.965123222317444	1.18484827948879	0.0407231923440454	0.0574154053532993	0.0606671430168428	0.0301506666659803	0.0380862195468596	0.0601061638778781	0.0241906415772195	0.0362291314038215
PTP4A3	0.138209831540668	1.46563950428632	0.116147302449808	0.630093928310748	0.354861671370157	0.156250601517436	0.103948419935899	0.300267495083306	0.142582515885139	0.224280278541659
ENPEP	0.100950420248743	0.881298415512892	0.018443313107668	0.0316365264542533	0.02339005114629	0.0166952459910682	0.0163973412860025	0.0252833677208285	0.00704065537938595	0.0099705591112938
IFITM2	1.90719387530134	2.54881459906345	1.31207811237259	2.47051097227806	1.60470842782849	0.976241143662862	1.44297478685016	1.034268935526	1.4938968499326	0.770361925710748
SYNPO2	0.378299704925678	0.960147824111145	0.0176920333236255	0.0431605869349021	0.0327040789938464	0.0279206317932568	0.0188038709260174	0.0325055404649812	0.0106630149980069	0.0180549883145751
HEYL	0.283341443057126	0.929328819333264	0.0340911944513008	0.0420555995202934	0.053749341000278	0.0264311742686698	0.0240779383416485	0.0380869452594889	0.0204977007707637	0.0829984125576036
CAV1	1.20858319681909	1.92525049963026	0.14302650890837	2.10524275513312	0.253476178276768	0.118227544204419	0.613471838005445	0.264775572422354	0.809460304442891	0.260030103525472
TBX2	0.125072073841163	0.850896380464596	0.0249308695792032	0.0482553309346559	0.041932155662703	0.024939494950687	0.0215642393106617	0.0444277798310809	0.0159521859297479	0.0126726373552417
IFITM3	3.12081303915513	3.44271979120531	2.35220012431978	3.30594209888593	1.43908857711277	0.981416884153658	2.71920398756276	1.76746637652754	2.44949826965006	1.81468052182716
ID3	1.76107372455416	2.35530633333696	0.711754911084536	1.98004894878221	0.520198922555468	0.840267496352947	0.339503793914391	0.538146815206721	0.49553538266469	0.406145901227448
COL18A1	0.880050172738803	2.00907165797153	0.300937182035715	0.915549408953126	0.328030195824751	0.203550683225815	0.339634598629983	0.677468285662188	1.46137673519801	0.597754337894953
NEXN	1.07340790220869	1.15617313308048	0.101049866564626	0.0617609343251953	0.0381426669356896	0.0558068008486304	0.0530049249073413	0.0309051147943399	0.0924388476215362	0.119627804881774
CPE	1.47776147810621	1.71157816961055	0.163372038911698	0.860031985587954	0.23047361292947	0.107289291035018	0.171584802311755	2.34027358659348	0.734028886510041	0.239451160637028
EHD2	0.498784099231212	1.09317404420682	0.0629964410735755	0.484070847681438	0.0774944382460218	0.0521816934726446	0.24629511291338	0.0945088132903087	0.146272789049866	0.0963235350257298
ADAMTS4	0.308090935349713	1.29189790914971	0.0894587223941098	0.74961614028172	0.113345764342001	0.0765771545699738	0.0549194169918483	0.103486422085367	0.0602741266948173	0.0427965391721426
TPPP3	0.325010594124273	1.5972664748181	0.121581253929593	0.22054856235463	0.122360622731977	0.0829363821170728	0.523542957376665	0.595769467585577	0.661345224333258	0.256512087815967
MYH11	0.196974925591188	1.64543139385712	0.0399884719775136	0.160392782448579	0.0826954231136657	0.0651710352064415	0.030097043695074	0.0655360366987096	0.030000197382352	0.0211813664663365
NR2F2	0.829476340005565	1.46731363534189	0.0829085107184053	0.834394944650156	0.101707235547682	0.0730266978380014	0.438361620208616	0.16276655554241	0.616069721241252	0.24052603874903
EBF1	0.281478944582682	0.896324208322053	0.020693771856845	0.498883448672905	0.0332492707406519	0.30836346751035	0.0199449468789425	0.0244776748450585	0.0548689589612391	0.0189492370318112
FAM162B	0.0769951949920922	0.808707270839265	0.0119133932628311	0.027578534896494	0.016208561218056	0.0144349681147236	0.00604362281817029	0.018008655518455	0.00595138385084293	0.00635639301048637
DSTN	2.13869928431174	2.79458043735733	0.884315881926138	1.76533660931515	0.978743260807065	0.762692508351869	2.01261078894338	1.45972781150868	2.31049472281563	1.57994267705604
EFHD1	0.0967733048594884	0.734564984934604	0.018693614327719	0.0340077155005675	0.02339005114629	0.0136804054272076	0.020664956140566	0.0460067261147963	0.0173898450648827	0.0140209434401291
COL4A2	1.15062662062955	1.95520918740997	0.182462374902878	1.51295324226376	0.21967591259225	0.169256622522411	0.17877964991522	0.23779322709894	0.324782527840435	0.156132343887882
COL14A1	0.967003487589107	1.12778302458832	0.0473114964586904	0.0609475847418474	0.0585436811111085	0.0345958724675005	0.0317593123628259	0.0724742571079336	0.0200201973500781	0.0251866866066698
C1QTNF1	0.331533619577675	0.96261384732855	0.0402334387505883	0.147417466770928	0.0569481203450386	0.0331163316541231	0.0767616649783062	0.0507286614218314	0.119826104600766	0.0488874487102114
